"Date","Time","State","State No","Scale","Injuries","Fatalities","Start Lat","Start Lon","Length","Width"
"1982-12-04","10:30:00","LA","33","1","0","0","30.48","-92.42","1.0","10.0"
"1982-12-05","01:30:00","LA","34","1","0","0","30.9","-90.15","1.0","50.0"
"1982-12-15","07:45:00","LA","35","1","0","0","29.28","-89.37","1.0","33.0"
"1982-12-27","11:15:00","LA","36","1","0","0","31.18","-92.33","0.5","10.0"
"1982-12-27","11:30:00","LA","37","1","0","0","31.07","-92.05","1.0","17.0"
"1982-12-27","12:00:00","LA","38","0","0","0","30.95","-91.97","2.0","50.0"
"1982-12-27","12:30:00","LA","39","2","0","0","32.07","-91.62","1.0","33.0"
"1983-01-31","17:41:00","LA","1","1","0","0","29.77","-93.6","1.0","20.0"
"1983-01-31","18:00:00","LA","2","2","0","0","30.72","-92.37","3.0","50.0"
"1983-01-31","19:30:00","LA","3","1","0","0","30.23","-93.23","1.0","50.0"
"1983-01-31","21:00:00","LA","4","3","0","1","30.02","-92.27","6.0","100.0"
"1983-01-31","21:30:00","LA","5","3","2","1","30.93","-92.17","5.0","100.0"
"1983-01-31","22:15:00","LA","6","2","0","0","30.47","-91.93","7.0","100.0"
"1983-01-31","23:30:00","LA","7","2","0","0","30.38","-91.23","0.5","33.0"
"1983-02-05","20:30:00","LA","8","0","0","0","30.38","-91.23","1.0","50.0"
"1983-02-09","17:30:00","LA","9","3","0","0","30.43","-92.33","3.0","150.0"
"1983-02-09","17:45:00","LA","10","3","7","0","30.4","-92.18","21.0","150.0"
"1983-03-04","18:30:00","LA","11","2","0","0","31.63","-92.2","4.0","100.0"
"1983-03-05","04:30:00","LA","12","1","0","0","30.68","-91.47","3.0","100.0"
"1983-03-20","05:45:00","LA","13","1","0","0","30.68","-90.42","0.3","33.0"
"1983-03-20","06:50:00","LA","14","3","0","0","30.97","-90.03","2.0","200.0"
"1983-04-01","14:30:00","LA","15","1","0","0","32.63","-93.28","1.0","20.0"
"1983-04-01","16:15:00","LA","16","4","20","2","32.65","-92.02","9.0","1000.0"
"1983-04-01","16:35:00","LA","17","3","0","0","32.12","-92.1","6.0","250.0"
"1983-04-01","17:05:00","LA","18","3","4","0","32.22","-91.75","21.0","300.0"
"1983-04-01","17:25:00","LA","19","3","0","0","32.43","-91.42","3.0","150.0"
"1983-04-01","17:45:00","LA","20","3","0","0","32.53","-91.22","4.0","150.0"
"1983-04-01","18:00:00","LA","21","2","0","0","31.78","-91.5","7.0","150.0"
"1983-04-07","08:39:00","LA","22","0","0","0","30.38","-92.23","1.0","20.0"
"1983-04-22","18:10:00","LA","23","1","0","0","29.73","-90.58","1.0","50.0"
"1983-04-22","19:15:00","LA","24","2","3","0","29.9","-90.1","2.0","100.0"
"1983-04-22","21:10:00","LA","25","1","0","0","29.82","-89.65","1.0","33.0"
"1983-05-18","17:42:00","LA","26","3","0","0","32.05","-91.27","9.0","100.0"
"1983-05-18","18:00:00","LA","27","2","0","0","32.35","-91.03","0.1","50.0"
"1983-05-18","18:26:00","LA","28","2","0","0","31.92","-91.25","0.1","50.0"
"1983-05-18","19:50:00","LA","29","2","0","0","32.05","-92.08","0.1","50.0"
"1983-05-18","20:00:00","LA","30","1","0","0","32.28","-91.73","0.1","50.0"
"1983-05-18","20:40:00","LA","31","3","0","0","32.33","-91.2","5.0","100.0"
"1983-05-19","21:36:00","LA","32","3","0","0","31.6","-93.53","3.0","150.0"
"1983-05-19","22:00:00","LA","33","3","0","0","31.78","-93.08","2.0","200.0"
"1983-05-19","22:35:00","LA","34","3","10","0","31.87","-92.92","23.0","500.0"
"1983-05-19","23:05:00","LA","35","3","35","1","31.87","-92.3","12.0","500.0"
"1983-05-19","23:20:00","LA","36","3","6","0","32.18","-91.98","2.0","250.0"
"1983-05-19","23:35:00","LA","37","2","0","0","31.98","-91.82","8.0","150.0"
"1983-05-20","05:30:00","LA","38","3","0","0","30.92","-91.93","2.0","200.0"
"1983-05-20","12:13:00","LA","39","0","0","0","30.3","-93.22","0.5","50.0"
"1983-05-20","14:30:00","LA","40","3","0","0","29.75","-93.6","5.0","200.0"
"1983-05-21","15:00:00","LA","41","1","0","0","30.13","-93.37","0.1","50.0"
"1983-05-22","02:15:00","LA","42","1","0","0","30.48","-91.0","3.0","50.0"
"1983-06-16","17:30:00","LA","43","0","0","0","30.45","-92.77","0.5","50.0"
"1983-08-01","19:10:00","LA","44","1","0","0","30.43","-90.55","1.0","200.0"
"1983-09-03","18:05:00","LA","45","0","0","0","30.72","-90.5","2.0","200.0"
"1983-11-14","20:20:00","LA","46","1","0","0","32.8","-91.2","2.0","150.0"
"1983-11-19","13:20:00","LA","47","2","3","0","32.72","-92.7","1.0","100.0"
"1983-11-19","13:30:00","LA","48","3","0","0","32.83","-92.63","2.0","200.0"
"1983-11-19","16:15:00","LA","49","0","0","0","31.25","-92.8","0.3","50.0"
"1983-11-19","16:30:00","LA","50","2","0","0","32.5","-91.52","3.0","100.0"
"1983-11-19","17:00:00","LA","51","3","0","0","32.33","-90.93","0.5","100.0"
"1983-11-19","20:30:00","LA","52","1","7","0","30.23","-90.92","0.5","100.0"
"1983-11-23","05:15:00","LA","53","1","0","0","30.25","-93.23","1.0","100.0"
"1983-11-24","02:00:00","LA","54","1","0","0","29.97","-92.08","0.5","50.0"
"1983-12-02","23:05:00","LA","55","2","10","0","32.5","-92.12","2.0","50.0"
"1983-12-03","18:45:00","LA","56","1","0","0","30.55","-91.95","1.5","33.0"
"1983-12-05","18:00:00","LA","57","1","0","0","32.57","-91.5","2.0","33.0"
"1983-12-05","19:30:00","LA","58","0","0","0","31.98","-91.33","0.5","17.0"
"1983-12-05","22:00:00","LA","59","0","0","0","31.3","-92.42","0.5","17.0"
"1983-12-06","01:05:00","LA","60","4","25","0","30.07","-90.52","7.0","200.0"
"1983-12-10","19:55:00","LA","61","1","3","0","30.1","-92.0","0.5","100.0"
"1983-12-11","00:30:00","LA","62","1","4","0","30.7","-90.68","0.5","200.0"
"1983-12-11","01:05:00","LA","63","1","0","0","30.68","-90.5","2.0","150.0"
"1983-12-28","23:00:00","LA","64","0","0","0","30.27","-89.82","3.0","50.0"
"1984-02-12","12:40:00","LA","1","1","0","0","29.62","-90.72","0.5","100.0"
"1984-02-12","14:00:00","LA","2","1","2","0","30.88","-89.88","0.5","30.0"
"1984-03-04","14:30:00","LA","3","1","0","0","32.38","-93.88","0.5","100.0"
"1984-03-04","14:40:00","LA","4","0","0","0","32.42","-93.67","0.1","50.0"
"1984-03-04","15:08:00","LA","5","1","0","0","32.5","-93.67","8.0","100.0"
"1984-03-04","17:10:00","LA","6","0","0","0","32.08","-93.88","0.1","50.0"
"1984-03-27","18:05:00","LA","7","1","0","0","32.72","-92.95","2.0","150.0"
"1984-03-27","18:40:00","LA","8","1","0","0","32.88","-93.83","0.1","100.0"
"1984-04-08","13:30:00","LA","9","1","0","0","32.8","-92.85","0.1","10.0"
"1984-04-08","14:50:00","LA","10","0","0","0","32.6","-92.7","0.1","10.0"
"1984-04-26","14:15:00","LA","11","1","0","0","32.3","-91.78","2.0","100.0"
"1984-05-01","12:10:00","LA","12","1","0","0","32.7","-92.47","0.5","100.0"
"1984-05-01","12:45:00","LA","13","1","0","0","32.42","-92.65","0.1","10.0"
"1984-05-01","12:50:00","LA","14","1","0","0","32.68","-91.78","0.1","10.0"
"1984-05-02","18:40:00","LA","15","3","9","0","32.28","-94.02","61.0","250.0"
"1984-05-02","20:30:00","LA","16","2","0","0","32.42","-92.78","15.0","150.0"
"1984-05-02","22:20:00","LA","17","2","4","0","32.6","-91.48","7.0","150.0"
"1984-05-03","18:35:00","LA","18","0","0","0","30.45","-91.22","0.1","10.0"
"1984-05-07","17:25:00","LA","19","0","0","0","32.58","-92.22","0.5","77.0"
"1984-05-07","18:30:00","LA","20","3","0","0","32.73","-91.2","1.0","100.0"
"1984-05-20","04:10:00","LA","21","3","0","0","29.8","-93.35","3.0","150.0"
"1984-05-21","13:50:00","LA","22","1","0","0","31.38","-92.5","5.0","100.0"
"1984-06-07","00:55:00","LA","23","2","3","0","31.03","-91.98","1.0","100.0"
"1984-07-09","09:00:00","LA","24","0","0","0","29.8","-92.95","0.1","10.0"
"1984-08-07","19:00:00","LA","25","1","0","0","30.5","-90.58","0.2","10.0"
"1984-09-12","18:05:00","LA","26","1","0","0","29.68","-91.22","0.1","10.0"
"1984-09-21","13:05:00","LA","27","1","0","0","29.77","-93.68","0.1","10.0"
"1984-10-14","16:00:00","LA","28","3","3","0","30.65","-91.15","16.0","150.0"
"1984-11-10","07:30:00","LA","29","2","5","0","32.63","-91.77","2.0","100.0"
"1985-04-05","11:05:00","LA","1","1","0","0","32.75","-92.62","2.0","100.0"
"1985-04-05","12:00:00","LA","2","1","0","0","32.52","-92.42","3.0","150.0"
"1985-04-23","15:10:00","LA","3","3","0","0","33.0","-93.85","13.0","200.0"
"1985-04-23","15:10:00","LA","3","3","0","0","33.0","-93.85","2.0","200.0"
"1985-04-23","15:40:00","LA","4","1","0","0","32.58","-93.75","3.0","200.0"
"1985-04-23","15:50:00","LA","5","1","0","0","32.97","-93.42","4.0","150.0"
"1985-04-23","16:25:00","LA","6","1","0","0","32.62","-93.38","2.0","150.0"
"1985-04-23","16:30:00","LA","7","2","0","0","32.9","-93.2","5.0","200.0"
"1985-04-23","17:15:00","LA","8","1","0","0","32.68","-93.07","2.0","150.0"
"1985-04-23","18:05:00","LA","9","2","0","0","32.23","-93.87","8.0","200.0"
"1985-04-30","18:28:00","LA","10","1","0","0","32.82","-93.07","3.0","200.0"
"1985-05-23","07:30:00","LA","11","1","0","0","30.33","-92.48","1.5","50.0"
"1985-08-01","14:25:00","LA","12","1","0","0","29.92","-90.05","0.1","20.0"
"1985-08-02","16:30:00","LA","13","1","1","0","30.23","-92.27","0.7","33.0"
"1985-08-11","15:25:00","LA","14","1","0","0","32.78","-91.9","0.2","27.0"
"1985-08-15","02:40:00","LA","15","1","0","0","29.25","-90.0","0.7","20.0"
"1985-08-15","11:45:00","LA","16","1","0","0","29.98","-93.37","0.7","20.0"
"1985-08-15","14:30:00","LA","17","0","0","0","29.87","-89.75","0.2","17.0"
"1985-08-25","18:39:00","LA","18","1","0","0","30.38","-93.67","0.7","27.0"
"1985-11-28","00:50:00","LA","19","0","0","0","30.07","-90.48","0.2","17.0"
"1985-12-11","13:25:00","LA","20","0","0","0","30.48","-90.1","2.5","23.0"
"1986-03-18","14:25:00","LA","1","2","2","0","32.3","-92.45","5.0","150.0"
"1986-03-19","09:15:00","LA","2","0","1","0","29.35","-89.53","0.1","17.0"
"1986-04-04","19:50:00","LA","3","1","0","0","33.0","-93.92","0.3","150.0"
"1986-04-12","00:05:00","LA","4","1","0","0","32.45","-91.75","0.3","100.0"
"1986-04-12","00:09:00","LA","5","2","3","0","31.98","-91.73","2.0","100.0"
"1986-04-12","00:50:00","LA","6","1","0","0","32.0","-91.25","0.3","100.0"
"1986-04-19","16:20:00","LA","7","1","0","0","32.12","-92.67","0.3","50.0"
"1986-05-18","10:05:00","LA","8","0","0","0","32.3","-91.07","0.1","13.0"
"1986-06-27","01:10:00","LA","9","1","0","0","32.08","-93.82","0.1","23.0"
"1986-06-27","18:08:00","LA","10","1","0","0","33.0","-93.47","0.1","100.0"
"1986-06-27","18:22:00","LA","11","2","5","0","33.0","-93.48","0.3","200.0"
"1986-06-27","18:25:00","LA","12","1","2","0","32.97","-93.35","0.1","100.0"
"1986-06-27","18:40:00","LA","13","1","0","0","32.93","-93.3","0.1","100.0"
"1986-08-23","17:00:00","LA","14","0","0","0","30.07","-90.48","0.1","13.0"
"1986-11-04","20:00:00","LA","15","0","0","0","29.78","-93.03","0.1","17.0"
"1986-11-07","19:20:00","LA","16","2","0","0","32.18","-92.65","9.0","100.0"
"1987-02-15","11:20:00","LA","1","2","4","0","29.97","-91.2","3.0","173.0"
"1987-02-15","11:30:00","LA","2","1","0","0","30.03","-90.62","0.3","50.0"
"1987-02-15","12:00:00","LA","3","2","3","0","30.87","-90.5","3.5","150.0"
"1987-02-15","13:30:00","LA","4","1","0","0","29.87","-89.85","1.0","30.0"
"1987-02-28","04:05:00","LA","5","1","0","0","32.28","-92.63","5.0","100.0"
"1987-02-28","05:15:00","LA","6","2","2","0","32.85","-91.38","7.0","150.0"
"1987-03-17","20:20:00","LA","7","1","0","0","30.72","-90.52","13.0","50.0"
"1987-05-25","15:00:00","LA","8","0","0","0","30.47","-92.42","0.2","10.0"
"1987-07-01","14:30:00","LA","9","0","0","0","31.23","-92.53","0.2","10.0"
"1987-07-29","15:15:00","LA","10","1","0","0","30.12","-93.07","0.2","10.0"
"1987-11-15","18:45:00","LA","11","3","96","1","32.1","-94.03","32.0","500.0"
"1987-11-15","19:40:00","LA","12","1","0","0","32.52","-93.72","0.5","73.0"
"1987-11-15","19:50:00","LA","14","0","0","0","30.15","-93.23","0.5","27.0"
"1987-11-15","20:03:00","LA","15","1","0","0","30.18","-93.27","0.5","27.0"
"1987-11-15","20:15:00","LA","13","0","0","0","32.88","-93.35","0.2","10.0"
"1987-11-16","03:15:00","LA","16","1","2","0","30.23","-93.5","2.5","50.0"
"1987-11-16","10:30:00","LA","17","1","1","0","30.65","-93.42","0.5","73.0"
"1987-11-16","11:45:00","LA","18","0","0","0","30.3","-92.67","0.2","10.0"
"1987-11-16","11:55:00","LA","19","1","0","0","30.22","-92.4","0.2","30.0"
"1987-11-16","12:35:00","LA","20","1","0","0","31.62","-91.83","0.7","150.0"
"1987-11-16","13:00:00","LA","21","0","0","0","29.97","-92.13","0.7","50.0"
"1987-11-16","13:00:00","LA","22","1","1","0","31.55","-91.43","2.5","73.0"
"1987-11-16","17:40:00","LA","23","1","0","0","29.45","-90.67","0.2","27.0"
"1987-11-16","17:45:00","LA","24","0","0","0","30.72","-90.23","0.2","10.0"
"1987-12-06","14:30:00","LA","25","1","0","0","30.18","-93.58","0.5","23.0"
"1988-02-01","08:45:00","LA","1","0","0","0","30.0","-91.82","0.2","10.0"
"1988-03-02","20:21:00","LA","2","1","0","0","30.22","-92.02","0.8","73.0"
"1988-03-02","22:00:00","LA","3","1","2","0","30.7","-91.05","0.5","50.0"
"1988-03-29","18:00:00","LA","4","1","2","0","30.92","-92.18","1.0","250.0"
"1988-04-01","16:30:00","LA","5","1","0","0","32.37","-93.73","0.5","150.0"
"1988-04-01","17:12:00","LA","6","1","0","0","32.7","-93.67","0.8","100.0"
"1988-04-01","17:20:00","LA","7","1","0","0","32.92","-93.62","0.5","50.0"
"1988-04-01","18:40:00","LA","8","1","0","0","32.68","-93.97","1.0","150.0"
"1988-04-02","05:55:00","LA","9","1","0","0","30.27","-89.78","1.7","60.0"
"1988-04-18","16:20:00","LA","10","0","0","0","30.43","-92.32","0.2","20.0"
"1988-05-21","06:06:00","LA","11","1","0","0","29.82","-93.1","0.5","60.0"
"1988-05-21","06:35:00","LA","12","1","1","0","30.1","-92.92","0.8","73.0"
"1988-05-21","07:25:00","LA","13","0","0","0","30.12","-92.13","0.3","330.0"
"1988-05-21","07:40:00","LA","14","0","0","0","29.98","-92.23","0.3","30.0"
"1988-05-21","09:00:00","LA","15","1","0","0","30.58","-91.17","0.8","73.0"
"1988-05-21","10:07:00","LA","16","1","0","0","30.5","-90.58","1.0","100.0"
"1988-06-18","19:25:00","LA","17","1","0","0","30.27","-91.9","0.4","20.0"
"1988-07-04","16:00:00","LA","18","0","0","0","31.42","-92.42","0.2","20.0"
"1988-07-16","15:35:00","LA","19","0","0","0","30.37","-93.2","0.2","20.0"
"1988-07-24","14:20:00","LA","20","1","0","0","29.6","-90.72","0.7","30.0"
"1988-09-03","11:45:00","LA","21","1","0","0","30.27","-89.78","0.3","20.0"
"1988-09-16","13:00:00","LA","22","0","0","0","30.32","-89.93","0.2","20.0"
"1988-09-25","16:40:00","LA","23","0","0","0","29.9","-90.1","0.2","20.0"
"1988-10-02","03:50:00","LA","24","0","0","0","30.23","-92.12","0.2","23.0"
"1988-10-26","10:30:00","LA","25","1","0","0","30.23","-93.37","1.0","30.0"
"1988-10-26","11:00:00","LA","26","0","0","0","30.22","-93.22","0.3","20.0"
"1988-10-26","11:13:00","LA","27","1","0","0","30.3","-92.37","0.5","40.0"
"1988-10-26","11:30:00","LA","28","1","0","0","30.23","-92.75","0.5","40.0"
"1988-10-26","13:00:00","LA","29","0","0","0","30.1","-91.83","0.3","30.0"
"1988-11-03","14:15:00","LA","30","1","0","0","29.77","-92.98","1.0","50.0"
"1988-11-03","14:55:00","LA","31","1","0","0","32.57","-91.38","0.2","10.0"
"1988-11-03","15:10:00","LA","32","1","0","0","32.48","-91.32","0.2","10.0"
"1988-11-19","15:19:00","LA","33","1","0","0","32.62","-93.33","0.2","10.0"
"1988-11-19","16:08:00","LA","34","0","0","0","32.15","-93.1","0.2","10.0"
"1988-11-26","11:39:00","LA","35","1","2","0","32.42","-91.12","0.2","10.0"
"1988-12-22","20:35:00","LA","36","1","1","0","30.92","-93.28","1.0","50.0"
"1989-02-20","12:33:00","LA","1","1","0","0","31.3","-92.52","1.5","33.0"
"1989-02-20","12:50:00","LA","2","1","0","0","31.27","-92.48","7.0","43.0"
"1989-02-20","14:10:00","LA","3","1","0","0","31.67","-91.85","3.0","40.0"
"1989-03-04","17:30:00","LA","4","1","0","0","31.97","-91.27","3.0","50.0"
"1989-03-29","03:22:00","LA","5","1","0","0","31.25","-93.35","1.0","33.0"
"1989-04-29","18:25:00","LA","6","1","0","0","31.6","-91.83","0.2","30.0"
"1989-05-04","12:30:00","LA","7","1","0","0","30.6","-91.45","0.5","30.0"
"1989-05-05","02:12:00","LA","8","1","0","0","32.32","-93.95","8.0","40.0"
"1989-05-05","02:30:00","LA","9","1","0","0","30.15","-92.67","0.4","30.0"
"1989-05-05","02:40:00","LA","10","1","0","0","32.4","-93.5","0.3","30.0"
"1989-05-05","02:47:00","LA","11","1","0","0","32.52","-93.72","0.3","30.0"
"1989-05-14","13:54:00","LA","12","1","0","0","30.42","-93.4","0.5","33.0"
"1989-05-17","15:59:00","LA","13","1","0","0","31.6","-93.28","5.0","50.0"
"1989-05-17","16:05:00","LA","14","1","0","0","31.65","-93.2","2.0","40.0"
"1989-05-17","16:50:00","LA","15","1","0","0","31.75","-92.97","0.5","30.0"
"1989-05-17","16:55:00","LA","16","1","0","0","31.55","-92.93","0.5","30.0"
"1989-05-18","10:20:00","LA","17","2","1","0","30.23","-92.22","1.0","40.0"
"1989-05-18","10:27:00","LA","18","1","0","0","30.23","-92.05","0.4","30.0"
"1989-05-18","11:15:00","LA","19","1","0","0","30.15","-92.08","0.4","30.0"
"1989-05-18","11:20:00","LA","20","1","0","0","30.18","-93.58","0.4","30.0"
"1989-05-18","13:55:00","LA","21","1","1","0","29.93","-91.82","0.3","30.0"
"1989-05-18","14:30:00","LA","22","2","0","0","30.87","-91.02","5.0","50.0"
"1989-06-07","18:00:00","LA","23","1","0","0","31.22","-93.35","2.0","40.0"
"1989-06-07","20:55:00","LA","24","1","0","0","31.18","-93.55","0.5","30.0"
"1989-06-07","21:30:00","LA","25","2","6","0","30.68","-93.23","5.0","77.0"
"1989-06-07","22:50:00","LA","26","1","2","0","31.13","-92.07","0.3","40.0"
"1989-06-08","05:04:00","LA","27","2","30","2","30.35","-91.48","10.0","77.0"
"1989-06-08","05:30:00","LA","28","2","60","0","30.52","-91.25","9.5","60.0"
"1989-06-08","06:00:00","LA","29","2","0","0","30.63","-90.9","4.0","50.0"
"1989-06-08","06:00:00","LA","30","1","0","0","30.28","-91.27","2.5","50.0"
"1989-06-08","06:25:00","LA","31","1","1","0","30.48","-91.08","8.0","77.0"
"1989-06-08","06:50:00","LA","32","1","0","0","30.7","-90.55","2.0","40.0"
"1989-06-08","06:57:00","LA","33","1","0","0","30.45","-90.87","5.0","40.0"
"1989-06-08","07:15:00","LA","34","1","1","0","30.72","-90.48","2.5","40.0"
"1989-06-27","07:20:00","LA","35","1","2","0","30.0","-93.37","1.5","40.0"
"1989-06-27","15:30:00","LA","36","1","0","0","32.55","-92.03","2.0","77.0"
"1989-06-27","16:13:00","LA","37","1","0","0","32.5","-92.03","0.2","30.0"
"1989-06-27","16:25:00","LA","38","1","0","0","32.72","-91.98","0.2","30.0"
"1989-06-27","16:40:00","LA","39","1","0","0","32.48","-91.87","0.2","30.0"
"1989-06-27","16:45:00","LA","40","1","0","0","32.55","-92.22","0.2","30.0"
"1989-06-29","09:07:00","LA","41","1","0","0","30.72","-92.4","0.2","27.0"
"1989-06-30","15:45:00","LA","42","1","0","0","32.1","-91.7","0.5","40.0"
"1989-07-31","05:00:00","LA","43","0","0","0","30.32","-92.48","0.2","20.0"
"1989-08-07","13:30:00","LA","44","1","0","0","30.22","-92.37","0.2","30.0"
"1989-09-02","16:05:00","LA","45","1","0","0","30.83","-90.03","0.1","20.0"
"1990-01-24","10:00:00","LA","1","0","0","0","30.42","-92.32","0.2","27.0"
"1990-02-02","17:40:00","LA","2","1","1","0","32.1","-92.95","7.2","40.0"
"1990-02-02","20:10:00","LA","3","1","0","0","32.87","-91.92","1.0","30.0"
"1990-02-15","11:11:00","LA","4","1","5","0","30.3","-92.2","0.8","40.0"
"1990-02-15","14:25:00","LA","5","1","0","0","32.13","-93.67","2.0","40.0"
"1990-02-15","14:58:00","LA","6","1","0","0","32.72","-93.0","0.8","30.0"
"1990-02-15","15:10:00","LA","7","1","0","0","32.42","-93.28","0.8","30.0"
"1990-02-15","15:15:00","LA","8","0","0","0","32.42","-93.27","0.8","30.0"
"1990-02-15","15:50:00","LA","9","1","0","0","32.93","-92.57","0.5","30.0"
"1990-03-14","18:30:00","LA","10","1","0","0","31.57","-93.5","0.8","30.0"
"1990-03-15","04:25:00","LA","11","0","0","0","29.4","-90.28","0.5","23.0"
"1990-03-29","13:40:00","LA","12","1","0","0","30.95","-93.27","0.5","30.0"
"1990-03-29","19:27:00","LA","13","1","0","0","30.23","-93.02","0.3","23.0"
"1990-03-29","20:30:00","LA","14","1","0","0","30.4","-92.22","0.3","23.0"
"1990-03-29","22:00:00","LA","15","1","7","0","29.7","-90.78","2.0","50.0"
"1990-04-14","14:10:00","LA","16","1","0","0","30.73","-89.85","0.5","30.0"
"1990-04-14","14:15:00","LA","17","1","0","0","30.68","-89.88","0.5","30.0"
"1990-04-27","18:24:00","LA","18","1","0","0","32.58","-94.02","0.3","30.0"
"1990-04-27","18:26:00","LA","19","1","0","0","32.53","-94.02","0.5","30.0"
"1990-04-27","18:48:00","LA","20","1","0","0","32.5","-93.87","0.2","30.0"
"1990-04-27","19:15:00","LA","21","1","0","0","31.78","-93.82","0.2","30.0"
"1990-04-27","19:16:00","LA","22","1","0","0","32.08","-93.98","0.2","30.0"
"1990-04-27","19:25:00","LA","23","1","0","0","32.52","-93.72","0.1","20.0"
"1990-04-27","19:36:00","LA","24","1","0","0","32.52","-93.72","0.3","40.0"
"1990-04-27","19:41:00","LA","25","1","0","0","32.05","-93.68","0.3","30.0"
"1990-04-27","19:50:00","LA","26","1","0","0","32.43","-93.3","1.5","50.0"
"1990-04-27","19:57:00","LA","27","1","0","0","32.37","-93.37","0.5","30.0"
"1990-04-27","20:00:00","LA","28","1","0","0","30.75","-93.53","3.0","73.0"
"1990-04-27","20:15:00","LA","29","1","0","0","30.82","-93.28","0.8","30.0"
"1990-05-12","02:01:00","LA","30","1","0","0","32.1","-93.95","4.0","123.0"
"1990-05-12","08:30:00","LA","31","1","0","0","31.45","-93.47","2.0","123.0"
"1990-05-12","09:00:00","LA","32","1","0","0","31.42","-93.2","0.3","30.0"
"1990-05-16","18:45:00","LA","33","1","0","0","32.98","-92.6","0.2","23.0"
"1990-05-27","17:00:00","LA","34","0","0","0","30.23","-93.37","0.2","20.0"
"1990-05-27","18:15:00","LA","35","1","0","0","29.95","-90.0","0.2","20.0"
"1990-05-28","10:44:00","LA","36","0","0","0","29.37","-90.6","0.2","23.0"
"1990-05-30","18:00:00","LA","37","1","0","0","32.77","-93.97","0.2","23.0"
"1990-05-30","18:20:00","LA","38","1","0","0","32.38","-93.87","0.2","23.0"
"1990-05-30","18:25:00","LA","39","1","0","0","32.7","-93.77","0.2","23.0"
"1990-05-30","18:35:00","LA","40","1","0","0","32.78","-93.73","0.2","23.0"
"1990-05-30","19:10:00","LA","41","1","0","0","32.68","-93.72","0.2","23.0"
"1990-05-30","19:10:00","LA","42","1","0","0","32.3","-93.82","0.2","23.0"
"1990-05-31","16:50:00","LA","43","0","0","0","30.0","-91.53","0.2","20.0"
"1990-05-31","18:05:00","LA","44","1","0","0","30.03","-90.32","0.2","20.0"
"1990-06-27","13:25:00","LA","45","0","0","0","30.23","-93.4","0.2","23.0"
"1990-07-01","11:34:00","LA","46","0","0","0","29.77","-93.48","0.2","20.0"
"1990-07-03","16:00:00","LA","47","0","0","0","30.32","-93.1","0.2","20.0"
"1990-07-03","18:30:00","LA","48","1","0","0","30.68","-92.3","0.2","20.0"
"1990-08-21","16:00:00","LA","49","0","0","0","30.0","-91.82","0.3","13.0"
"1990-09-02","10:40:00","LA","50","0","0","0","30.1","-90.42","0.5","30.0"
"1990-09-09","14:45:00","LA","51","1","0","0","30.68","-92.27","0.3","30.0"
"1990-09-09","16:40:00","LA","52","1","0","0","31.47","-91.72","0.3","30.0"
"1990-10-21","12:45:00","LA","53","0","0","0","30.18","-93.57","0.1","20.0"
"1990-12-03","06:00:00","LA","54","1","0","0","29.8","-90.83","1.0","43.0"
"1990-12-20","23:26:00","LA","55","1","0","0","32.3","-93.97","2.0","150.0"
"1990-12-21","00:20:00","LA","56","1","0","0","32.62","-93.72","0.5","73.0"
"1990-12-21","00:35:00","LA","57","1","0","0","32.83","-93.57","2.5","163.0"
"1990-12-21","00:52:00","LA","58","1","0","0","33.0","-93.45","2.0","120.0"
"1990-12-21","12:26:00","LA","59","1","0","0","30.17","-93.37","1.0","200.0"
"1990-12-21","14:14:00","LA","60","1","0","0","32.15","-91.23","1.0","73.0"
"1990-12-21","14:15:00","LA","61","1","0","0","32.08","-93.92","1.5","200.0"
"1990-12-21","14:30:00","LA","62","1","0","0","32.27","-91.2","0.5","73.0"
"1990-12-21","14:30:00","LA","63","1","0","0","32.25","-91.2","5.0","150.0"
"1990-12-21","14:35:00","LA","64","1","0","0","32.27","-93.58","1.0","150.0"
"1990-12-21","14:37:00","LA","65","2","3","0","32.37","-91.07","5.0","300.0"
"1990-12-21","14:40:00","LA","66","1","0","0","32.4","-91.22","5.0","100.0"
"1990-12-21","14:44:00","LA","67","1","0","0","32.25","-93.5","1.5","150.0"
"1990-12-21","15:00:00","LA","68","1","0","0","31.25","-92.22","8.0","150.0"
"1990-12-21","16:10:00","LA","69","2","4","0","32.4","-91.17","5.0","100.0"
"1990-12-21","16:25:00","LA","70","3","0","0","31.8","-91.5","18.0","300.0"
"1990-12-21","16:40:00","LA","71","1","0","0","32.22","-91.2","10.0","150.0"
"1990-12-21","17:20:00","LA","72","2","0","0","32.22","-91.07","5.0","250.0"
"1991-01-29","06:30:00","LA","1","1","0","0","29.98","-90.23","0.3","200.0"
"1991-02-18","13:41:00","LA","2","1","0","0","32.45","-93.95","1.0","200.0"
"1991-03-01","07:00:00","LA","3","1","1","0","30.0","-92.28","0.5","73.0"
"1991-03-01","07:10:00","LA","4","1","1","0","30.48","-92.32","1.0","150.0"
"1991-03-01","08:20:00","LA","5","1","2","0","30.38","-91.23","4.0","100.0"
"1991-03-01","09:00:00","LA","6","1","1","0","29.77","-90.8","1.0","50.0"
"1991-04-11","09:05:00","LA","7","1","0","0","30.92","-93.32","0.5","50.0"
"1991-04-12","06:40:00","LA","8","2","0","0","32.42","-93.68","15.0","100.0"
"1991-04-19","13:30:00","LA","9","1","0","0","29.95","-90.1","0.2","30.0"
